LCDN/PRCD,Type 1,Type 2,Sigla,Vocab,Complex cases,,
Collezione Sir Horace George Montagu Rumbold,C,,,,,,
Collezione Sir Howard Kerr,C,,,,,,
Collezione Sir Hubert Parry,C,,,,,,
Collezione Sir J. Beale,C,,,,,,
Collezione Sir J. Wright,C,,,,,,
Collezione Sir J.B. Robinson,C,,,,,,
Collezione Sir J.C. Robinson,C,,,,,,
Collezione Sir K. Clark,C,,,,,,
Collezione Sir R. Abdy,C,,,,,,
Collezione Sir R. Wallace,C,,,,,,
Collezione Sir R.G. Harvey,C,,,,,,
Collezione Sir T. Baring,C,,,,,,
Collezione Sir T. Bering,C,,,,,,
Collezione Sir T. Edmund Harvey,C,,,,,,
Collezione Sir W. Burrell,C,,,,,,
Collezione Sir W. Forbes,C,,,,,,
Collezione Sir W. Howe,C,,,,,,
Collezione Sir W. Lawrence,C,,,,,,
Collezione Sir W. Van Horne,C,,,,,,
Collezione Sir W.N. Abdy,C,,,,,,
Collezione Sittenfield,C,,,,,,
Collezione Sitwell,C,,,,,,
Collezione Siviero,C,,,,,,
Collezione Skilbeck,C,,,,,,
Collezione Smith,C,,,,,,
Collezione Smith-Barry,C,,,,,,
Collezione Sodarini,C,,,,,,
Collezione Soderini,C,,,,,,
Collezione Soderini-Cotogni,C,,,,,,
Collezione Sola,C,,,,,,
Collezione Solima,C,,,,,,
Collezione Solly-Flood,C,,,,,,
Collezione Solza,C,,,,,,
Collezione Somerset de Chair,C,,,,,,
Collezione Somerville,C,,,,,,
Collezione Sommariva,C,,,,,,
Collezione Sommer,C,,,,,,
Collezione Somzée,C,,,,,,
Collezione Sonino,C,,,,,,
Collezione Sonnino Castelfranco,C,,,,,,
Collezione Soppelsa,C,,,,,,
Collezione Soranzo,C,,,,,,
Collezione Sorgo,C,,,,,,
Collezione Sormani-Andreani,C,,,,,,
Collezione Sotti,C,,,,,,
Collezione Sottocasa,C,,,,,,
Collezione Spada,C,,,,,,
Collezione Spada Potenziani,C,,,,,,
Collezione Spada-Cenami,C,,,,,,
Collezione Spada-Veralli,C,,,,,,
Collezione Spadoni,C,,,,,,
Collezione Spanio,C,,,,,,
Collezione Spark,C,,,,,,
Collezione Spencer,C,,,,,,
Collezione Spencer-Churchill,C,,,,,,
Collezione Speranza,C,,,,,,
Collezione Speroni,C,,,,,,
Collezione Spina,C,,,,,,
Collezione Spinelli,C,,,,,,
Collezione Spinola,C,,,,,,
Collezione Spiridon,C,,,,,,
Collezione Spiridon-Gallotti,C,,,,,,
Collezione Stalbridge,C,,,,,,
Collezione Stanhope,C,,,,,,
Collezione Stanley Simon,C,,,,,,
Collezione Steffanoni,C,,,,,,
Collezione Steinla,C,,,,,,
Collezione Steinlen,C,,,,,,
Collezione Stern,C,,,,,,
Collezione Sternheim,C,,,,,,
Collezione Stillman,C,,,,,,
Collezione Stoclet,C,,,,,,
Collezione Stoop,C,,,,,,
Collezione Stössel,C,,,,,,
Collezione Stott,C,,,,,,
Collezione Stoult,C,,,,,,
Collezione Stramezzi,C,,,,,,
Collezione Straus,C,,,,,,
Collezione Strauss,C,,,,,,
Collezione Strode-Jackson,C,,,,,,
Collezione Stroganoff,C,,,,,,
Collezione Strona,C,,,,,,
Collezione Strozzi,C,,,,,,
Collezione Strozzi Sacrati,C,,,,,,
Collezione Stucky,C,,,,,,
Collezione Suardi,C,,,,,,
Collezione Suida-Manning,C,,,,,,
Collezione Sulley,C,,,,,,
Collezione Sulzbach,C,,,,,,
Collezione Summer,C,,,,,,
Collezione Susani,C,,,,,,
Collezione Svenonius,C,,,,,,
Collezione Svizzero,C,,,,,,
Collezione Sybil Viscoutess Monsell,C,,,,,,
Collezione T. A. De la Rue,C,,,,,,
Collezione T. Barlow,C,,,,,,
Collezione T. Bayliss,C,,,,,,
Collezione T. Beaumont,C,,,,,,
Collezione T. Blayds,C,,,,,,
Collezione T. Bodkin,C,,,,,,
Collezione T. Borenius,C,,,,,,
Collezione T. Burr Wotherspoon,C,,,,,,
Collezione T. Chickering Williams,C,,,,,,
Collezione T. Christ,C,,,,,,
Collezione T. Corsini,C,,,,,,
Collezione T. Davis,C,,,,,,
Collezione T. de la Noue,C,,,,,,
Collezione T. De Marinis,C,,,,,,
Collezione T. Di Nola,C,,,,,,
Collezione T. Fortune Ryan,C,,,,,,
Collezione T. Galliari,C,,,,,,
Collezione T. Generotti,C,,,,,,
Collezione T. Guest,C,,,,,,
Collezione T. Hankey,C,,,,,,
Collezione T. Harris,C,,,,,,
Collezione T. Harvey,C,,,,,,
Collezione T. Hope,C,,,,,,
Collezione T. Humphrey Ward,C,,,,,,
Collezione T. Laurin,C,,,,,,
Collezione T. Lowinsky,C,,,,,,
Collezione T. Merton,C,,,,,,
Collezione T. Morgan Grenville,C,,,,,,
Collezione T. Mullaly,C,,,,,,
Collezione T. Neave,C,,,,,,
Collezione T. Pelham Hood,C,,,,,,
Collezione T. Phillips,C,,,,,,
Collezione T. Plaut,C,,,,,,
Collezione T. Praalder,C,,,,,,
Collezione T. Schiff,C,,,,,,
Collezione T. Selva,C,,,,,,
Collezione T. Soranzo-Mocenigo,C,,,,,,
Collezione T. Spanio,C,,,,,,
Collezione T. Stainton,C,,,,,,
Collezione T. Virzì,C,,,,,,
Collezione T. Watson Jackson,C,,,,,,
Collezione T.E. e T. Hanley,C,,,,,,
Collezione T.F. Starkowski,C,,,,,,
Collezione T.G. Baring conte di Northbrook,C,,,,,,
Collezione T.G. Winter,C,,,,,,
Collezione T.G.M. Batting,C,,,,,,
Collezione T.H.L. Arrowsmith,C,,,,,,
Collezione T.J. Bryan,C,,,,,,
Collezione T.J. Taon,C,,,,,,
Collezione T.J. Walsh,C,,,,,,
Collezione T.K. Straus,C,,,,,,
Collezione T.M. Davis,C,,,,,,
Collezione T.M. Slade,C,,,,,,
Collezione T.S. Hyland,C,,,,,,
Collezione T.T. e M.G. Ellis,C,,,,,,
Collezione T.T. Ellis,C,,,,,,
Collezione T.W. Mallet,C,,,,,,
Collezione Tacconi,C,,,,,,
Collezione Taddei,C,,,,,,
Collezione Tadolini,C,,,,,,
Collezione Tailer Carpenter,C,,,,,,
Collezione Talbot,C,,,,,,
Collezione Talbot de Malahide,C,,,,,,
Collezione Talleyrand,C,,,,,,
Collezione Tallone,C,,,,,,
Collezione Tarnowski,C,,,,,,
Collezione Tarozzi,C,,,,,,
Collezione Tasca,C,,,,,,
Collezione Taylor,C,,,,,,
Collezione Tecchio,C,,,,,,
Collezione Teleki,C,,,,,,
Collezione Tempini,C,,,,,,
Collezione Tensini,C,,,,,,
Collezione Terruzzi,C,,,,,,
Collezione Terzi,C,,,,,,
Collezione Testa,C,,,,,,
Collezione Testaferrata,C,,,,,,
Collezione Testori,C,,,,,,
Collezione Teyssonneau,C,,,,,,
Collezione Thaon di Revel,C,,,,,,
Collezione Thedy,C,,,,,,
Collezione Thiers,C,,,,,,
Collezione Thompson,C,,,,,,
Collezione Thorneycroft-Ryle,C,,,,,,
Collezione Thorvaldsen,C,,,,,,
Collezione Thurn und Taxis,C,,,,,,
Collezione Thyssen,C,,,,,,
Collezione Thyssen-Bornemisza,C,,,,,,
Collezione Tiffany,C,,,,,,
Collezione Tinozzi,C,,,,,,
Collezione Tkalac,C,,,,,,
Collezione Tocchi,C,,,,,,
Collezione Tolentino,C,,,,,,
Collezione Tolomei,C,,,,,,
Collezione Tomini,C,,,,,,
Collezione Tommasi,C,,,,,,
Collezione Tommasi Aliotti,C,,,,,,
Collezione Torcuato di Tella,C,,,,,,
Collezione Torelli,C,,,,,,
Collezione Torlonia,C,,,,,,
Collezione Tornabuoni,C,,,,,,
Collezione Torre Ocana,C,,,,,,
Collezione Torregiani,C,,,,,,
Collezione Torrigiani,C,,,,,,
Collezione Torrigiani Salina,C,,,,,,
Collezione Torrini,C,,,,,,
Collezione Toschi Mosca,C,,,,,,
Collezione Tower Wurts,C,,,,,,
Collezione Tozzi Di Segni,C,,,,,,
Collezione Treccani,C,,,,,,
Collezione Treusch Buttlar-Brandenfeld,C,,,,,,
Collezione Treves de' Bonfili,C,,,,,,
Collezione Trevisan,C,,,,,,
Collezione Triangi,C,,,,,,
Collezione Trimolet,C,,,,,,
Collezione Trivulzio,C,,,,,,
Collezione Tronconi,C,,,,,,
Collezione Trotti-Nicolle,C,,,,,,
Collezione Trucchi,C,,,,,,
Collezione Trugger,C,,,,,,
Collezione Tschaen,C,,,,,,
Collezione Tucher,C,,,,,,
Collezione Tuck,C,,,,,,
Collezione Tucker,C,,,,,,
Collezione Tudor Wilkinson,C,,,,,,
Collezione Turinetti,C,,,,,,
Collezione Turini,C,,,,,,
Collezione Twisden,C,,,,,,
Collezione Tyszkiewicz,C,,,,,,
Collezione U. Corning,C,,,,,,
Collezione U. del Drago,C,,,,,,
Collezione U. Jaeger,C,,,,,,
Collezione U. Nebbia,C,,,,,,
Collezione U. Novelli,C,,,,,,
Collezione U. Pagano,C,,,,,,
Collezione U. Salvatori,C,,,,,,
Collezione U. Serristori,C,,,,,,
Collezione U.G. Bellini delle Stelle,C,,,,,,
Collezione Uberti,C,,,,,,
Collezione Ugolini,C,,,,,,
Collezione Ugoni,C,,,,,,
Collezione Ungern-Sternberg,C,,,,,,
Collezione Untermyer,C,,,,,,
Collezione Unthank,C,,,,,,
Collezione Urussoff,C,,,,,,
"Collezione V. Alexander, barone Wrottesley",C,,,,,,
Collezione V. Andreacci,C,,,,,,
Collezione V. Benefatto,C,,,,,,
Collezione V. Biondi,C,,,,,,
Collezione V. Bloch,C,,,,,,
Collezione V. Borge,C,,,,,,
Collezione V. Camuccini,C,,,,,,
Collezione V. Cini,C,,,,,,
Collezione V. Corse Thorne,C,,,,,,
Collezione V. David,C,,,,,,
Collezione V. De Micheli,C,,,,,,
Collezione V. De Stuers,C,,,,,,
Collezione V. Duca,C,,,,,,
Collezione V. Ferrari,C,,,,,,
Collezione V. Fontana,C,,,,,,
Collezione V. Forti,C,,,,,,
Collezione V. Giustiniani,C,,,,,,
Collezione V. Goloubew,C,,,,,,
Collezione V. H. Rochefort,C,,,,,,
Collezione V. Hahn,C,,,,,,
Collezione V. Mameli,C,,,,,,
Collezione V. Massoni,C,,,,,,
Collezione V. Pica,C,,,,,,
Collezione V. Polli,C,,,,,,
Collezione V. Rheineck Leyssius,C,,,,,,
Collezione V. Wright,C,,,,,,
Collezione V.A. de Carignan,C,,,,,,
Collezione V.G. Fisher,C,,,,,,
Collezione V.G. Simkhovitch,C,,,,,,
Collezione Vai da Verazzano,C,,,,,,
Collezione Valenciano,C,,,,,,
Collezione Valenti Gonzaga,C,,,,,,
Collezione Van Berg,C,,,,,,
Collezione Van Beuningen,C,,,,,,
Collezione van Buren,C,,,,,,
Collezione van Cuyck,C,,,,,,
Collezione Van den Eynden,C,,,,,,
Collezione van der Quast,C,,,,,,
Collezione Van der Velken,C,,,,,,
Collezione Van Derlip,C,,,,,,
Collezione Van Diemen,C,,,,,,
Collezione Van Ess,C,,,,,,
Collezione van Gelder,C,,,,,,
Collezione van Heck's-Heerenberg,C,,,,,,
Collezione Van Marle,C,,,,,,
Collezione van Meurs,C,,,,,,
Collezione Van Springer,C,,,,,,
Collezione Van Stolk,C,,,,,,
Collezione van Wyngaerdt,C,,,,,,
Collezione Vanderbilt,C,,,,,,
Collezione Vanderlip,C,,,,,,
Collezione Vannutelli,C,,,,,,
Collezione Varsano,C,,,,,,
Collezione Vasto,C,,,,,,
Collezione Vendeghini,C,,,,,,
Collezione Vendeghini Baldi,C,,,,,,
Collezione Vendramin,C,,,,,,
Collezione Venier,C,,,,,,
Collezione Ventimiglia,C,,,,,,
Collezione Vermeyleux,C,,,,,,
Collezione Vernon,C,,,,,,
Collezione Verospi,C,,,,,,
Collezione Verplanck,C,,,,,,
Collezione Verzocchi,C,,,,,,
Collezione Vesio Bottoni,C,,,,,,
Collezione Vianello,C,,,,,,
Collezione Viani,C,,,,,,
Collezione Vico,C,,,,,,
Collezione Vienna,C,,,,,,
Collezione Vieweg,C,,,,,,
Collezione Viezzoli,C,,,,,,
Collezione Viligiardi,C,,,,,,
Collezione Villa,C,,,,,,
Collezione Villacieros,C,,,,,,
Collezione Villafalletto,C,,,,,,
Collezione Villani,C,,,,,,
Collezione visconte Bernard d'Hendecourt,C,,,,,,
Collezione visconte de Cambis-Alais,C,,,,,,
Collezione visconte Jules de Peyronnet,C,,,,,,
Collezione viscontessa Ashbrook,C,,,,,,
Collezione viscontessa Bertie of Thame,C,,,,,,
Collezione Visconti,C,,,,,,
Collezione Visconti di Modrone,C,,,,,,
Collezione Visconti Venosta,C,,,,,,
Collezione Viscount Astor,C,,,,,,
Collezione Viscount Chandos,C,,,,,,
Collezione Viscount Clifden,C,,,,,,
Collezione Viscount Cobham,C,,,,,,
Collezione Viscount d'Abernon,C,,,,,,
Collezione Viscount of Powerscourt,C,,,,,,
Collezione Viscountess Churchill,C,,,,,,
Collezione Viti,C,,,,,,
Collezione Vittadini,C,,,,,,
Collezione Vittorio Tornielli,C,,,,,,
Collezione Vitturi,C,,,,,,
Collezione Vivian-Neal,C,,,,,,
Collezione Viviani della Robbia,C,,,,,,
Collezione Volpi di Misurata,C,,,,,,
Collezione Volta,C,,,,,,
Collezione vom Rath,C,,,,,,
Collezione von Bartsch,C,,,,,,
Collezione von Buck,C,,,,,,
Collezione Von Dansaz,C,,,,,,
Collezione von der Schulenburg,C,,,,,,
Collezione von Dirksen,C,,,,,,
Collezione von Eicke,C,,,,,,
Collezione von Hadeln,C,,,,,,
Collezione Von Kaufman,C,,,,,,
Collezione von Lehemy,C,,,,,,
Collezione von Pannwitz,C,,,,,,
Collezione Von Quast,C,,,,,,
Collezione von Reisinger,C,,,,,,
Collezione Von Tucher,C,,,,,,
Collezione von Wittelsbach,C,,,,,,
Collezione Vorontsov,C,,,,,,
Collezione W. Abegg,C,,,,,,
Collezione W. Angerstein,C,,,,,,
Collezione W. Anthony,C,,,,,,
Collezione W. Bagot,C,,,,,,
Collezione W. Beattie,C,,,,,,
Collezione W. Beckford,C,,,,,,
Collezione W. Bennett,C,,,,,,
Collezione W. Berg,C,,,,,,
Collezione W. Bernheimer,C,,,,,,
Collezione W. Blundell Spence,C,,,,,,
Collezione W. Boyce Thompson,C,,,,,,
Collezione W. Buchanan,C,,,,,,
Collezione W. Burns,C,,,,,,
Collezione W. Coningham,C,,,,,,
Collezione W. Cornwallis-West,C,,,,,,
Collezione W. Cox,C,,,,,,
Collezione W. Davenport Bromley,C,,,,,,
Collezione W. de Grüneisen,C,,,,,,
Collezione W. Dunkels,C,,,,,,
Collezione W. Dyce,C,,,,,,
Collezione W. e B. Berger,C,,,,,,
Collezione W. Ellis,C,,,,,,
Collezione W. Farrar,C,,,,,,
Collezione W. Farrer,C,,,,,,
Collezione W. Fontana,C,,,,,,
Collezione W. Forward,C,,,,,,
Collezione W. Fuller Maitland,C,,,,,,
Collezione W. Gay,C,,,,,,
Collezione W. Gerdes,C,,,,,,
Collezione W. Graham,C,,,,,,
Collezione W. Grindley,C,,,,,,
Collezione W. Hamilton,C,,,,,,
Collezione W. Hanne,C,,,,,,
Collezione W. Hartje,C,,,,,,
Collezione W. Heuser,C,,,,,,
Collezione W. Ingram,C,,,,,,
Collezione W. K. Rous,C,,,,,,
Collezione W. Kaiser,C,,,,,,
Collezione W. Minnich,C,,,,,,
Collezione W. Mostyn Owen,C,,,,,,
Collezione W. Neave-Hill,C,,,,,,
Collezione W. Niven,C,,,,,,
Collezione W. Porter,C,,,,,,
Collezione W. R. Farquhar,C,,,,,,
Collezione W. Roscoe,C,,,,,,
Collezione W. Sachs,C,,,,,,
Collezione W. Salomon,C,,,,,,
Collezione W. Savage Landor,C,,,,,,
Collezione W. Scott,C,,,,,,
Collezione W. Stirling,C,,,,,,
Collezione W. Talbot Kerr,C,,,,,,
Collezione W. Th. H. Fox Strangways,C,,,,,,
Collezione W. von Bode,C,,,,,,
Collezione W. Von Quast,C,,,,,,
Collezione W. Weisbach,C,,,,,,
Collezione W. Wells,C,,,,,,
Collezione W. Worsley,C,,,,,,
Collezione W.A. Cuthbert,C,,,,,,
Collezione W.B. Chamberlin,C,,,,,,
Collezione W.B. Golovin,C,,,,,,
Collezione W.C. Whitney,C,,,,,,
Collezione W.D. Clark,C,,,,,,
Collezione W.D. Murdoch,C,,,,,,
Collezione W.E. Agar,C,,,,,,
Collezione W.E. Gatacre-de Stuers,C,,,,,,
Collezione W.E. Suida,C,,,,,,
Collezione W.G. Appleton,C,,,,,,
Collezione W.G. Coesvelt,C,,,,,,
Collezione W.G. Cumming,C,,,,,,
Collezione W.G. Helis Jr.,C,,,,,,
Collezione W.G. Stopford,C,,,,,,
Collezione W.G. Thwaytes,C,,,,,,
Collezione W.H. Buckler,C,,,,,,
Collezione W.H. Crittenden,C,,,,,,
Collezione W.H. Herriman,C,,,,,,
Collezione W.H. Hunt,C,,,,,,
Collezione W.H. Thompson,C,,,,,,
Collezione W.H. Turner Trent,C,,,,,,
Collezione W.H. Woodward,C,,,,,,
Collezione W.H.G. Turner,C,,,,,,
Collezione W.J. Stopford,C,,,,,,
Collezione W.L. Elkins,C,,,,,,
Collezione W.M. de Zoete,C,,,,,,
Collezione W.M. Milliken,C,,,,,,
Collezione W.M.H. Pollen,C,,,,,,
Collezione W.P. Chrysler,C,,,,,,
Collezione W.P. Chrysler Jr.,C,,,,,,
Collezione W.P. Clyde,C,,,,,,
Collezione W.P. Rockefeller,C,,,,,,
Collezione W.P. Schmitz-Hille,C,,,,,,
Collezione W.P. Wilstach,C,,,,,,
Collezione W.R. Drake,C,,,,,,
Collezione W.R. Hearst,C,,,,,,
Collezione W.R. Kaupe,C,,,,,,
Collezione W.R. Kerr,C,,,,,,
Collezione W.R. Timken,C,,,,,,
Collezione W.S. Ludington,C,,,,,,
Collezione W.S. Serri,C,,,,,,
Collezione W.W. Burrell,C,,,,,,
Collezione W.Y. Ottley,C,,,,,,
Collezione Wald,C,,,,,,
Collezione Wallis,C,,,,,,
Collezione Walmesley,C,,,,,,
Collezione Warde,C,,,,,,
Collezione Watson B. Dickerman,C,,,,,,
Collezione Waverley,C,,,,,,
Collezione Wawra,C,,,,,,
Collezione Webb,C,,,,,,
Collezione Weber,C,,,,,,
Collezione Weddels,C,,,,,,
Collezione Wehrburg,C,,,,,,
Collezione Weidenfeld,C,,,,,,
Collezione Weingraf,C,,,,,,
Collezione Weiss,C,,,,,,
Collezione Weitzner,C,,,,,,
Collezione Weitzner Gambino,C,,,,,,
Collezione Welsh,C,,,,,,
Collezione Welwyn,C,,,,,,
Collezione Wenlock,C,,,,,,
Collezione Wetzel,C,,,,,,
Collezione Weyer,C,,,,,,
Collezione Whatman,C,,,,,,
Collezione Wheatland,C,,,,,,
Collezione Widener,C,,,,,,
Collezione Wigram,C,,,,,,
Collezione Wildenstein,C,,,,,,
Collezione Wildhagen,C,,,,,,
Collezione Wilkins,C,,,,,,
Collezione William and George Agnew,C,,,,,,
Collezione William Stuart,C,,,,,,
Collezione Wilson,C,,,,,,
Collezione Wimpfheimer,C,,,,,,
Collezione Winnicombe,C,,,,,,
Collezione Winter,C,,,,,,
Collezione Wissenbruch,C,,,,,,
Collezione Witt,C,,,,,,
Collezione Wolkenstein,C,,,,,,
Collezione Wollemberg,C,,,,,,
Collezione Wood,C,,,,,,
Collezione Woodburn,C,,,,,,
Collezione Woodward,C,,,,,,
Collezione Worms,C,,,,,,
Collezione Worsdale,C,,,,,,
Collezione Wrann,C,,,,,,
Collezione Wyndham,C,,,,,,
Collezione Y. Cini Alliata di Montereale,C,,,,,,
Collezione Y. Cini Guglielmi di Vulci,C,,,,,,
Collezione Y. Mikaeloff,C,,,,,,
Collezione Y. Saint Laurent,C,,,,,,
Collezione Y. Tan Bunzl,C,,,,,,
Collezione Yerkes,C,,,,,,
Collezione Yusupov,C,,,,,,
Collezione Z. Birtschansky,C,,,,,,
Collezione Zaccarini,C,,,,,,
Collezione Zacchei Travaglini,C,,,,,,
Collezione Zacchia Rondinini,C,,,,,,
Collezione Zafferini,C,,,,,,
Collezione Zaillemas,C,,,,,,
Collezione Zambeccari,C,,,,,,
Collezione Zamoyski,C,,,,,,
Collezione Zanchi,C,,,,,,
Collezione Zanco,C,,,,,,
Collezione Zanetti Zilla,C,,,,,,
Collezione Zanoli,C,,,,,,
Collezione Zauli Naldi,C,,,,,,
Collezione Zawodaki,C,,,,,,
Collezione Zeni,C,,,,,,
Collezione Zerbone,C,,,,,,
Collezione Zingone,C,,,,,,
Collezione Zocca,C,,,,,,
Collezione Zoccoli,C,,,,,,
Collezione Zoubaloff,C,,,,,,
Collezione Zucchi Castellini,C,,,,,,
Collezione Zucchini,C,,,,,,
Collezione Zucchini Solimei,C,,,,,,
Collezione Zucchini-Ragazzoni,C,,,,,,
Collezione Zülch,C,,,,,,
Collezione Züst,C,,,,,,
Collezioni Banca di Roma,C,,,,,,
Collezioni Banca Toscana,C,,,,,,
Collezioni Comunali d'Arte,C,,,,,,
Collezioni d'Arte e di Storia della Cassa di Risparmio in Bologna,C,,,,,,
"Collezioni d'Arte, Banca Popolare dell'Adriatico",C,,,,,,
Collezioni della regina Maria di Romania,C,,,,,,
Collezioni Estensi,C,,,,,,
Collezioni reali,C,,,,,,
Collezioni Universitarie,C,,,,,,
Colnaghi,A,,,,,,
Colnaghi - Sestieri,A,,,,,,
Colnaghi and Newhouse Galleries,A,,,,,,
Colnaghi's and Knoedler's,A,,,,,,
Colnaghi/ Canessa,A,,,,,,
Colnaghi/ Feigen,A,,,,,,
Colombari,A,,,,,,
Colonnello Aymon Galiffe,C,,,,,,
Colorado Springs Fine Arts Center,M,,,,,,
Columbia Museum of Art,M,,,,,,
Comando di scuola di guerra aerea,B,,,,,,
Commonwealth Bank of Australia,C,,,,,,
Compagnia degli Scalpellini,B,,,,,,
Compagnia dei SS. Giuliano e Rocco,B,,,,,,
Compagnia del Corpus Domini,B,,,,,,
Compagnia del SS. Sacramento e Carità,B,,,,,,
Compagnia della Chiesa di Fontegiusta,B,,,,,,
Compagnia della Purificazione della Vergine,B,,,,,,
Compagnia di Belle Arti,B,,,,,,
Compagnia di S. Antonio Abate,B,,,,,,
Compagnia di S. Croce,B,,,,,,
Compagnia di S. Orsola,B,,,,,,
Complesso Basilicale e Antiquarium,B,,,,,,
"Complesso di S. Firenze, chiesa di S. Filippo Neri",B,B,,,,,
"Complesso monumentale di S. Anna, Galleria d'Arte Moderna",B,M,,,,,
Complesso Monumentale Steri - Palazzo Chiaramonte,B,,,,,,
"Compton Wynyates, collezione Marchese di Northampton",B,C,,,,,
Comune,B,,,,,,
Cona di S. Sebastiano,B,,,,,,
Concattedrale dei SS. Margherita e Martino (Duomo),B,,,,,,
Concattedrale della Beata Vergine Maria Assunta in Cielo,B,,,,,,
Concattedrale di S. Marco (Duomo),B,,,,,,
Concattedrale di S. Maria,B,,,,,,
Confraternita del SS: Sacramento in S. Simone al Carmine,B,,,,,,
Confraternita del SS. Sacramento,B,,,,,,
Confraternita della Morte,B,,,,,,
Confraternita di S. Andrea//Confraternita della Giustizia,B,,,,,,
Confraternita di S. Antonio,B,,,,,,
Confraternita di S. Caterina,B,,,,,,
Confraternita di S. Francesco,B,,,,,,
Confraternita di S. Francesco Poverino,B,,,,,,
Confraternita di S. Giovanni Battista (ex),B,,,,,,
Confraternita di S. Girolamo,B,,,,,,
Confraternita di S. Lucia dei Ricucchi,B,,,,,,
Confraternita di S. Maria delle Grazie,B,,,,,,
Confraternita di S. Stefano,B,,,,,,
Congrega della Carità Apostolica,B,,,,,,
Congregazione di Carità,B,,,,,,
Conservatorio del Baraccano,B,,,,,,
Conservatorio del Rifugio,B,,,,,,
Conservatorio delle Figlie di S. Giuseppe,B,,,,,,
Conservatorio delle Mantellate,B,,,,,,
Conservatorio delle suore di S. Giuseppe,B,,,,,,
Conservatorio di S. Anna,B,,,,,,
Conservatorio di S. Caterina,B,,,,,,
Conservatorio di S. Chiara,B,,,,,,
"Conservatorio di S. Chiara, chiesa",B,B,,,,,
Conservatorio di S. Elisabetta,B,,,,,,
Conservatorio di S. Giovacchino in S. Paolo,B,,,,,,
Conservatorio di S. Girolamo,B,,,,,,
Conservatorio di S. Maria degli Angiolini,B,,,,,,
Conservatorio di S. Marta,B,,,,,,
Conservatorio di S. Pietro Martire,B,,,,,,
Conservatorio Femminile di S. Bernardo,B,,,,,,
Conservatorio Femminile di S. Girolamo,B,,,,,,
"Conservatorio Statale di Musica ""Luigi Cherubini""",B,,,,,,
Consigli,A,,,,,,
Consiglio Nazionale dell'Economia e del Lavoro,B,,,,,,
Contessa Schaffgotsch,C,,,,,,
Contini,A,,,,,,
Contini Bonacossi,A,,,,,,
Contini Bonacossi/ Volterra,A,,,,,,
Convento,B,,,,,,
Convento degli Agostiniani (ex),B,,,,,,
Convento degli Eremitani,B,,,,,,
Convento degli Umiliati,B,,,,,,
Convento degli Zoccolanti,B,,,,,,
Convento dei Benedettini,B,,,,,,
Convento dei Cappuccini,B,,,,,,
Convento dei Domenicani,B,,,,,,
Convento dei Francescani,B,,,,,,
Convento dei frati carmelitani (ex),B,,,,,,
Convento dei Frati Minori,B,,,,,,
"Convento dei frati minori Cappuccini ""Madonna di Pompei""",B,,,,,,
Convento dei Frati Minori del Farneto,B,,,,,,
Convento dei Gesuati di S. Girolamo,B,,,,,,
Convento dei Minori Osservanti,B,,,,,,
Convento dei Serviti//Convento di S. Carlo al Corso,B,,,,,,
Convento dei SS. Domenico e Sisto,B,,,,,,
Convento dei SS. Giovanni e Paolo (ex),B,,,,,,
Convento del Bosco ai Frati,B,,,,,,
Convento del Buon Pastore (ex),B,,,,,,
Convento del Carmine,B,,,,,,
Convento del Corpus Domini,B,,,,,,
"Convento del Corpus Domini, Museo della Santa",B,M,,,,,
Convento del Romacolo,B,,,,,,
Convento dell'Angelo in Brancoli,B,,,,,,
"Convento dell'Annunciata, Chiesa",B,B,,,,,
Convento dell'Osservanza,B,,,,,,
"Convento dell'Osservanza, cappella della Madonna delle Grazie",B,B,,,,,
"Convento dell'Osservanza, chiesa di S. Michele",B,B,,,,,
"Convento dell'Osservanza, Museo Aurelio Castelli",B,M,,,,,
Convento della Beata Mattia,B,,,,,,
Convento della Calza,B,,,,,,
Convento della Chiesa Nuova,B,,,,,,
Convento della Maddalena,B,,,,,,
Convento della Missione ai Vergini,B,,,,,,
Convento della Santissima Annunziata,B,,,,,,
Convento della SS. Annunziata,B,,,,,,
Convento della SS. Trinità,B,,,,,,
Convento della SS. Trinità (ex),B,,,,,,
Convento della Trinità,B,,,,,,
Convento delle Agostiniane,B,,,,,,
Convento delle Benedettine (Zbirka Umjetnina Kairos Benedickinski Samostan),B,,,,,,
